PairID,Sentence1,Sentence2,STR
468,"5 g 30 sáng , Dung và Hạnh đã thức dậy để chuẩn_bị đi làm tại nhà_máy ở Đồng_Nai .","Vào lúc 5 giờ 30 phút sáng, Dung cùng Hạnh đã thức giấc để chuẩn bị đến làm việc tại một nhà máy ở Đồng Nai.",2
469,"Chống_đỡ , sửa_chữa 200 ngôi nhà cổ Hội_An có nguy_cơ sụp_đổ",Lượng khách du lịch đến Hội An trong mùa cao điểm năm nay tăng mạnh.,0
470,"Chống_đỡ , sửa_chữa 200 ngôi nhà cổ Hội_An có nguy_cơ sụp_đổ",Công tác bảo tồn di sản kiến trúc tại Hội An đang được triển khai nhằm đảm bảo an toàn cho các công trình lâu năm.,1
471,"Chống_đỡ , sửa_chữa 200 ngôi nhà cổ Hội_An có nguy_cơ sụp_đổ",Khoảng 200 căn nhà cổ ở Hội An đang được chống đỡ và tu sửa do đứng trước nguy cơ sập đổ.,2
472,CV Phần_mềm Quang_Trung đầu_tư 50 tỉ đồng xây_dựng đường giao_thông,Ngành công nghệ thông tin đang đối mặt với tình trạng thiếu hụt nhân lực chất lượng cao.,0
473,CV Phần_mềm Quang_Trung đầu_tư 50 tỉ đồng xây_dựng đường giao_thông,Khu Công viên Phần mềm Quang Trung đang triển khai các hạng mục hạ tầng nhằm cải thiện việc đi lại trong khu vực.,1
474,CV Phần_mềm Quang_Trung đầu_tư 50 tỉ đồng xây_dựng đường giao_thông,Công viên Phần mềm Quang Trung đã chi 50 tỉ đồng để xây dựng hệ thống đường giao thông.,2
475,VN : Thanh_thiếu_niên nhiễm HIV có xu_hướng gia_tăng,Ngành y tế đang đẩy mạnh ứng dụng công nghệ số trong công tác khám chữa bệnh.,0
476,VN : Thanh_thiếu_niên nhiễm HIV có xu_hướng gia_tăng,Tình hình lây nhiễm HIV trong cộng đồng trẻ đang đặt ra nhiều thách thức cho công tác phòng chống dịch bệnh.,1
477,VN : Thanh_thiếu_niên nhiễm HIV có xu_hướng gia_tăng,"Tại Việt Nam, số ca thanh thiếu niên mắc HIV đang có chiều hướng tăng lên.",2
478,"Xây_dựng gia_đình VN hoà_thuận , văn_hoá và ấm_no",Chương trình cải cách thủ tục hành chính đang được triển khai trên phạm vi toàn quốc.,0
479,"Xây_dựng gia_đình VN hoà_thuận , văn_hoá và ấm_no",Việc nâng cao đời sống tinh thần và vật chất cho người dân được xem là mục tiêu quan trọng của xã hội hiện nay.,1
480,"Xây_dựng gia_đình VN hoà_thuận , văn_hoá và ấm_no","Cần xây dựng những gia đình Việt Nam có sự hoà thuận, đời sống văn hoá và sự ấm no.",2
481,Nhiều loài chim trở về vùng_đệm vườn_quốc_gia Cát_Tiên,Hoạt động khai thác khoáng sản trái phép đang diễn ra tại một số địa phương miền núi.,0
482,Nhiều loài chim trở về vùng_đệm vườn_quốc_gia Cát_Tiên,Công tác bảo tồn sinh thái tại Vườn quốc gia Cát Tiên đang góp phần cải thiện môi trường sống của nhiều loài động vật.,1
483,Nhiều loài chim trở về vùng_đệm vườn_quốc_gia Cát_Tiên,Nhiều loài chim đã quay lại sinh sống ở khu vực vùng đệm của Vườn quốc gia Cát Tiên.,2
484,Góp_ý dự_thảo nghị_định quản_lý người sau cai_nghiện,Bộ Tài chính đang lấy ý kiến về chính sách điều chỉnh thuế thu nhập cá nhân.,0
485,Góp_ý dự_thảo nghị_định quản_lý người sau cai_nghiện,Các cơ quan chức năng đang thảo luận về chính sách hỗ trợ và tái hòa nhập cộng đồng cho người từng nghiện ma túy.,1
486,Góp_ý dự_thảo nghị_định quản_lý người sau cai_nghiện,Việc đóng góp ý kiến cho dự thảo nghị định về quản lý người sau cai nghiện đang được thực hiện.,2
487,"Tại khu_vực miền tây Nghệ_An , đàn voi xuất_hiện từ lâu .",Nhiều địa phương ven biển đang đầu tư phát triển du lịch sinh thái.,0
488,"Tại khu_vực miền tây Nghệ_An , đàn voi xuất_hiện từ lâu .",Vùng rừng miền tây Nghệ An là nơi sinh sống của nhiều loài động vật hoang dã quý hiếm.,1
489,"Tại khu_vực miền tây Nghệ_An , đàn voi xuất_hiện từ lâu .",Đàn voi đã có mặt từ nhiều năm nay tại khu vực phía tây tỉnh Nghệ An.,2
490,"Giữa dòng sông Soài_Rạp , đoàn xáng cạp hoạt_động liên_tục từ sáng đến tối đã hơn tám tháng nay .",Ngư dân ven biển đang bước vào mùa khai thác hải sản cao điểm.,0
491,"Giữa dòng sông Soài_Rạp , đoàn xáng cạp hoạt_động liên_tục từ sáng đến tối đã hơn tám tháng nay .","Hoạt động nạo vét trên sông diễn ra thường xuyên, gây ảnh hưởng đến giao thông đường thủy trong khu vực.",1
492,"Giữa dòng sông Soài_Rạp , đoàn xáng cạp hoạt_động liên_tục từ sáng đến tối đã hơn tám tháng nay .","Trên sông Soài Rạp, các tàu xáng cạp đã làm việc liên tục suốt ngày trong hơn tám tháng qua.",2
493,"Theo UBND quận 9 , đoạn từ ngã ba rạch Bà_Ký đến ngã ba rạch Vàm_Tắc đã cạn_kiệt nguồn tài_nguyên cát .",Thành phố đang triển khai kế hoạch chỉnh trang đô thị và mở rộng các tuyến đường giao thông.,0
494,"Theo UBND quận 9 , đoạn từ ngã ba rạch Bà_Ký đến ngã ba rạch Vàm_Tắc đã cạn_kiệt nguồn tài_nguyên cát .",Hoạt động khai thác khoáng sản tại một số tuyến sông đã làm suy giảm nghiêm trọng trữ lượng cát tự nhiên.,1
495,"Theo UBND quận 9 , đoạn từ ngã ba rạch Bà_Ký đến ngã ba rạch Vàm_Tắc đã cạn_kiệt nguồn tài_nguyên cát .",UBND quận 9 cho biết nguồn cát ở đoạn từ rạch Bà Ký đến rạch Vàm Tắc hiện đã bị khai thác đến mức cạn kiệt.,2
496,Lao_động bỏ trốn tại Đài_Loan đã đến mức báo_động,Chính phủ đang triển khai các chính sách khuyến khích doanh nghiệp đầu tư ra nước ngoài.,0
497,Lao_động bỏ trốn tại Đài_Loan đã đến mức báo_động,Tình trạng lao động nước ngoài vi phạm hợp đồng làm việc tại một số thị trường đang gây nhiều lo ngại.,1
498,Lao_động bỏ trốn tại Đài_Loan đã đến mức báo_động,Việc lao động bỏ trốn ở Đài Loan hiện đã trở nên nghiêm trọng và đáng báo động.,2
499,"Trong nhiều thế_kỷ , ngọn hải_đăng thành Alexandria đã hướng_dẫn tàu_bè ra_vào cảng .",Các kim tự tháp Ai Cập cổ đại là điểm đến thu hút đông đảo du khách quốc tế.,0
500,"Trong nhiều thế_kỷ , ngọn hải_đăng thành Alexandria đã hướng_dẫn tàu_bè ra_vào cảng .",Những công trình hàng hải cổ đại từng đóng vai trò quan trọng trong việc đảm bảo an toàn cho hoạt động đi biển.,1
501,"Trong nhiều thế_kỷ , ngọn hải_đăng thành Alexandria đã hướng_dẫn tàu_bè ra_vào cảng .","Qua nhiều thế kỷ, ngọn hải đăng Alexandria đã dẫn đường cho các tàu bè ra vào cảng.",2
502,Sinh_quyển dân_tộc là một truyền_thuyết vĩ_đại của nhân_loại .,Nhiều phát_minh khoa_học hiện_đại đã làm thay_đổi cách con_người sinh_hoạt và sản_xuất.,0
503,Sinh_quyển dân_tộc là một truyền_thuyết vĩ_đại của nhân_loại .,Các câu_chuyện mang tính biểu_tượng thường phản_ánh khát_vọng chung của con_người qua nhiều thời_đại.,1
504,Sinh_quyển dân_tộc là một truyền_thuyết vĩ_đại của nhân_loại .,Sinh_quyển dân_tộc được xem như một huyền_thoại lớn lao gắn với lịch_sử phát_triển của loài người.,2
505,Đây là sông Áp_Lục nó là biên_giới tự_nhiên giữa Bắc_Triều_Tiên và Trung_Quốc .,Sông Mekong chảy qua nhiều quốc_gia Đông_Nam_Á và có vai_trò quan_trọng đối_với nông_nghiệp.,0
506,Đây là sông Áp_Lục nó là biên_giới tự_nhiên giữa Bắc_Triều_Tiên và Trung_Quốc .,Một_số con sông lớn ở châu_Á đóng vai_trò là ranh_giới tự_nhiên giữa các quốc_gia.,1
507,Đây là sông Áp_Lục nó là biên_giới tự_nhiên giữa Bắc_Triều_Tiên và Trung_Quốc .,Sông Áp_Lục chính là ranh_giới tự_nhiên phân_chia lãnh_thổ giữa Bắc_Triều_Tiên và Trung_Quốc.,2
508,Các ngành liên_quan khi cấp phép kinh_doanh nên xem địa_điểm đậu xe là một trong những điều_kiện bắt_buộc .,Doanh_nghiệp cần chú_trọng nâng_cao chất_lượng dịch_vụ để thu_hút khách_hàng.,0
509,Các ngành liên_quan khi cấp phép kinh_doanh nên xem địa_điểm đậu xe là một trong những điều_kiện bắt_buộc .,Việc quản_lý hoạt_động kinh_doanh đòi_hỏi phải cân_nhắc nhiều yếu_tố về hạ_tầng đô_thị.,1
510,Các ngành liên_quan khi cấp phép kinh_doanh nên xem địa_điểm đậu xe là một trong những điều_kiện bắt_buộc .,"Khi xét cấp phép kinh_doanh , các cơ_quan chức_năng cần coi chỗ đậu xe là một tiêu_chí bắt_buộc.",2
