ID,sentence_1_vie,sentence_2_viet,score
ENG-train-0167,Câu trả lời là vì bạn thích ở bên cạnh người đó.,"Câu trả lời là B, vì bạn cảm thấy thoải mái khi có người đó bên cạnh.",0.91
ENG-train-0168,Nó hài hước và kỳ quặc theo một cách chỉ có Terry Pratchett mới làm được.,"Thông minh và tuyệt vời, chỉ có Terry Pratchett mới làm được.",0.91
ENG-train-0169,Tôi thích Sinatra cho các buổi biểu diễn nhạc cổ điển và Buble cho các buổi diễn lại.,"Sinatra chuyên hát nhạc cổ điển, còn Buble chuyên hát nhạc cover...",0.91
ENG-train-0170,"Nó vừa kinh tởm, lại vừa ngon một cách kỳ lạ.","Nó thật kinh tởm, nhưng đồng thời lại ngon một cách kỳ lạ.",0.91
ENG-train-0171,Tôi cho rằng bạn đã biết về lệnh giới nghiêm rồi.,Tôi cho rằng bạn đã biết về lệnh giới nghiêm.,0.91
ENG-train-0172,Lần đầu tiên tôi nhìn thấy đôi mắt xanh lục của anh ấy!,Lần đầu tiên tôi nhìn thấy đôi mắt xanh của anh ấy!,0.91
ENG-train-0173,Chúng không phải là thuế cũng không phải là giá cả công khai.,Đây không phải là thuế hay giá công cộng.,0.91
ENG-train-0174,"Tôi nói, ""Được rồi, hai người, đi đi.""","""Được rồi, hai người cút khỏi đây ngay,"" tôi nói với họ.",0.91
ENG-train-0175,"Trong phiên điều trần, Morales bày tỏ ""sự hối tiếc và ăn năn chân thành"" về hành động của mình.","Morales, người đã nhận tội vào tháng 7, bày tỏ ""sự hối tiếc và ăn năn chân thành"" về những tội ác của mình.",0.91
ENG-train-0176,Bạn có muốn đi xem phim với tôi vào thứ Sáu không?,Tôi tự hỏi liệu bạn có muốn đi xem phim với tôi vào thứ Sáu không?,0.91
ENG-train-0177,Sandro Salvadore là một cầu thủ bóng đá người Ý.,Sandro Salvadore là một cựu cầu thủ bóng đá người Ý.,0.91
ENG-train-0178,Hội đồng đã ấn định ngày kết thúc nhiệm kỳ là 29 tháng 9 năm 1791.,Quốc hội lập hiến đã quyết định ngừng cai trị nước Pháp vào ngày 29 tháng 9 năm 1791.,0.91
ENG-train-0179,"Các tội danh có thể bị tử hình ở Iran bao gồm giết người, hiếp dâm, cướp có vũ trang, bội giáo, báng bổ, buôn bán ma túy nghiêm trọng, quan hệ tình dục đồng giới nhiều lần, ngoại tình, mại dâm, phản quốc và gián điệp.","Các tội danh có thể bị tử hình ở Iran bao gồm giết người, hiếp dâm, cướp có vũ trang, buôn bán ma túy nghiêm trọng và ngoại tình.",0.91
ENG-train-0180,Băng dính có thể là một trong nhiều loại vật liệu nền được phủ chất kết dính.,Băng dính là loại băng được phủ chất kết dính và được dùng để dán các vật lại với nhau.,0.91
ENG-train-0181,Nó cũng là chủ đề của bộ phim tài liệu Satanis.,"Một bộ phim tài liệu hoàn chỉnh, mang tên Satanis, cũng được thực hiện về chủ đề này vào năm 1970.",0.91
ENG-train-0182,"Đó là hợp đồng thuê 5 năm, 50 nghìn đô la một tháng... tên tôi đứng tên trên hợp đồng.","Chúng tôi có khoản vay thế chấp, còn năm năm nữa... 50.000 đô la một tháng.",0.91
ENG-train-0183,Việc người phụ nữ đó có thừa nhận thích bạn hay không không quan trọng.,Việc cô gái có thừa nhận thích bạn hay không không quan trọng.,0.91
ENG-train-0184,Tôi rất mong chờ được đọc cuốn tiếp theo trong series này.,Tôi rất mong chờ được đọc cuốn tiếp theo.,0.91
ENG-train-0185,Hồi nhỏ tôi thậm chí còn không nuôi thú cưng.,"Khi tôi còn nhỏ, gia đình tôi không nuôi thú cưng.",0.91
ENG-train-0186,Liều lượng của những loại thuốc này có thể cần được bác sĩ điều chỉnh.,Bác sĩ của bạn có thể cần điều chỉnh liều thuốc.,0.91
ENG-train-0187,"Tôi rất thích bộ phim đó, nó thực sự rất hay.","Tôi rất thích bộ phim đó, nó thực sự rất hay.",0.91
ENG-train-0188,Một người đang gấp bánh tortilla.,Một người đàn ông đang gấp một chiếc bánh tortilla.,0.91
ENG-train-0189,Bạn còn quá trẻ để hẹn hò hay yêu đương.,Còn quá trẻ để hẹn hò hay yêu đương!,0.91
ENG-train-0190,Sao không ngừng nói chuyện và sống cuộc sống của riêng mình đi?,Sao không im lặng và lo mà sống cuộc sống của mình đi!,0.91
ENG-train-0191,"Theo thống kê dân số năm 2006, Eugowra có 535 người.","Năm 2006, có 535 người sinh sống tại Eugowra.",0.91
ENG-train-0192,Pháo đài là một công trình phòng thủ được củng cố vững chắc.,Stronghold có nghĩa là lâu đài hoặc bất kỳ nơi nào khác được phòng thủ kiên cố.,0.91
ENG-train-0193,"Đó là điểm mấu chốt, và những điều khác sẽ theo sau.",Những phần còn lại sẽ sớm được công bố.,0.91
ENG-train-0194,"Được rồi, giờ tôi đã có chiếc gối biết nói rồi.","Được rồi, giờ tôi đã có một chiếc gối biết nói.",0.91
ENG-train-0195,"Tôi không tự mình nhìn thấy điều đó, nhưng đã có khá nhiều người nói với tôi như vậy.","Tôi không tự mình nhìn thấy điều đó, nhưng đã có khá nhiều người nói với tôi như vậy.",0.91
ENG-train-0196,"Không, tôi xin lỗi; tất cả những gì tôi biết là đó là một bộ phim hay.","Không, xin lỗi, tất cả những gì tôi biết là đó là một bộ phim hay.",0.91
ENG-train-0197,Một lời khuyên quan trọng: đừng nhờ bạn bè làm việc đó.,"Có một điều, đừng nhờ bạn bè làm việc đó.",0.91
ENG-train-0198,Một người đã chết và người kia đến từ một thời kỳ khác.,"Hmm, một người đã chết và những người khác đến từ thời kỳ khác?",0.91
ENG-train-0199,"Vào thời điểm đó, Oakland dường như là một địa điểm không mấy phù hợp cho một đội bóng đá chuyên nghiệp.",Oakland là một thành phố khá hiếm hoi có đội bóng bầu dục chuyên nghiệp.,0.91
ENG-train-0200,Bạn cố gắng quên đi mọi điều tốt đẹp và nhớ về mọi điều tồi tệ.,Bạn chỉ cố gắng quên đi mọi điều tốt đẹp và nhớ về mọi điều tồi tệ.,0.91
ENG-train-0201,Bạn trai của bạn sẽ là người nói với cô ấy.,Bạn trai của bạn nên là người thông báo cho cô ấy.,0.91
ENG-train-0202,Tôi sẽ nói chuyện với thằng con trai của Foyle!,Tôi muốn nói chuyện với thằng con nhà Foyle này!,0.91
ENG-train-0203,Danh tiếng của dàn nhạc tăng lên rõ rệt nhất trong thời kỳ Serge Koussevitzky làm nhạc trưởng.,Serge Koussevitzky là nhạc trưởng của dàn nhạc này trong nhiều năm và đã biến họ thành một dàn nhạc đẳng cấp thế giới.,0.91
ENG-train-0204,"Tôi hoàn toàn tin rằng mỗi người đều có một ""người đặc biệt"" dành cho mình!","Tôi nghĩ mỗi người đều có một ""người đặc biệt"" dành cho mình!",0.91
ENG-train-0205,"Sinh ra ở Vienna, Schidlof đã trốn khỏi Áo sang Anh sau sự kiện sáp nhập Áo của Đức Quốc xã năm 1938.","Schidlof sinh ra ở Vienna, nhưng phải rời Áo khi quân Đức Quốc xã lên nắm quyền.",0.91
ENG-train-0206,Pachycephalosaurus là một chi khủng long thuộc họ Pachycephalosauridae.,Pachycephalosaurus là một thành viên của họ Pachycephalosaurid.,0.91
ENG-train-0207,Tôi bị mất số điện thoại rồi. Cho tôi xin số của bạn được không?,"Tôi bị mất số điện thoại rồi, cho tôi xin số của bạn được không?",0.91
ENG-train-0208,Huyện lỵ của nó là Clarksdale.,Thủ đô của nó là Clarksdale.,0.91
ENG-train-0209,Tôi không nghĩ chủng tộc của bạn có quan trọng.,"Tôi không nghĩ màu da của bạn là trắng, đen, tím, vàng, v.v. lại quan trọng.",0.91
ENG-train-0210,"Đó chính xác là điều tôi mong muốn, thưa ông Tulkinghorn.","Đó là điều tôi đang hy vọng, thưa ông Tulkinghorne.",0.91
ENG-train-0211,Anh ấy đang cầm bóng. Anh ấy đang chạy.,Anh ấy đã có bóng và đang chạy.,0.91
ENG-train-0212,Một cậu bé chơi với một cây gậy xốp bên hồ bơi.,Một cậu bé chơi với món đồ chơi hình ống xốp bên cạnh bể bơi.,0.91
ENG-train-0213,"Cuốn sách này có thể được viết hay hơn, nhưng nhìn chung vẫn không có gì đáng phàn nàn.","Vì vậy, mặc dù cuốn sách không thực sự ""gây ấn tượng mạnh"" với tôi, tôi vẫn thích đọc nó.",0.91
ENG-train-0214,Tôi khuyên bạn nên xem lại toàn bộ một lần nữa.,Sao bạn không xem lại một lần nữa?,0.91
ENG-train-0215,"@Lustig Andrei, Vậy Lyndon Johnson và John Kennedy hợp nhau sao?","@edgarblythe, Vậy Lyndon Johnson và John Kennedy hợp nhau sao?",0.91
ENG-train-0216,Bác sĩ đã đưa họ trở lại phòng rồi.,Bác sĩ đã đưa họ về phòng riêng của mình.,0.91
ENG-train-0217,"Mượn một cụm từ của Holden Caufield, đó là ""những kẻ giả tạo"".",Tôi xin mượn lời của Holden Caulfield... Những kẻ giả tạo,0.91
ENG-train-0218,Nó hiện hình khi phun lửa.,"Khi anh ta phun lửa, lúc đó bạn mới thấy được.",0.91
ENG-train-0219,"Theo thống kê dân số năm 2006, Beveridge và khu vực xung quanh có dân số 1.192 người.","Năm 2006, có 1.192 người sinh sống tại Beveridge và khu vực lân cận.",0.91
ENG-train-0220,Tôi thực sự không biết; đó chỉ là phỏng đoán thôi.,"Tôi không biết, chỉ là phỏng đoán ngẫu nhiên thôi.",0.91
ENG-train-0221,"Charlotte Eagles là một đội bóng đá chuyên nghiệp của Mỹ, có trụ sở tại Charlotte, Bắc Carolina, Hoa Kỳ.","Charlotte Eagles là một câu lạc bộ bóng đá thi đấu tại Charlotte, Bắc Carolina.",0.91
ENG-train-0222,Ngôi làng này đã phải chịu đựng tình trạng tắc nghẽn giao thông nghiêm trọng cho đến khi đường tránh được xây dựng vào những năm 1960.,"Vào những năm 1960, một đường vòng đã được xây dựng để đi vòng qua ngôi làng.",0.91
ENG-train-0223,"Vậy thì hãy đến New York ngay đi, Mark. Làm ơn, hãy làm điều đó vì tôi.","Mark, nếu anh quan tâm đến tôi một chút, hãy đến New York.",0.91
ENG-train-0224,"Drusilla Jane ""DJ"" Jaco là một phó cảnh sát trưởng của New Orleans.",DJ hiện đang làm phó đội canh gác tại New Orleans.,0.91
ENG-train-0225,Ông ấy là người chỉ huy đội Biệt kích mà chúng ta sẽ cử đi.,Anh ấy sẽ dẫn dắt đội Rangers đến đó.,0.91
ENG-train-0226,"Cũng giống như cách tôi sắp xếp bộ sưu tập đĩa CD của mình theo thứ tự bảng chữ cái, một số việc phải được thực hiện theo một trình tự nhất định.","Giống như việc tôi sắp xếp bộ sưu tập đĩa CD của mình theo thứ tự bảng chữ cái, và một số thứ phải được sắp xếp đúng vị trí.",0.91
ENG-train-0227,Chỉ cần nhìn vẻ ngoài của anh ấy là bạn sẽ biết anh ấy rất quyến rũ và bạn muốn có anh ấy!,Chỉ cần nhìn vào anh ta là bạn có thể biết anh ta có đẹp trai hay không và bạn có muốn anh ta không!!!!,0.91
ENG-train-0228,@realDonaldTrump Tôi hy vọng và cầu nguyện ông sẽ giành được đề cử. Nước Mỹ cần một người đàn ông có bản lĩnh! Và một người không thể bị mua chuộc!,@realDonaldTrump Hãy kiên định! Ông có thể thắng! Nước Mỹ cần sự lãnh đạo và năng lực của ông!,0.91
ENG-train-0229,"Anh ấy hẳn muốn em có được thứ này, em yêu.","Anh ấy muốn em có nó, em yêu ạ.",0.91
ENG-train-0230,Nhưng thủ tướng nói với BBC rằng ông không bận tâm đến các cuộc thăm dò dư luận và sẽ tiếp tục làm những gì ông cho là đúng.,"Ông nói rằng ông không bận tâm đến các cuộc thăm dò dư luận và sẽ tiếp tục làm những gì ông tin là đúng, cả trong chính sách đối ngoại và đối nội.",0.91
ENG-train-0231,Hãy gọi điện cho Palmela và năm người chị em gái của cô ấy.,Hãy gọi điện cho Palmela và năm người chị em gái của cô ấy.,0.91
ENG-train-0232,"Nếu bạn khiến cô ấy cảm thấy thoải mái, cô ấy sẽ thích bạn.","Hãy làm cho cô ấy cảm thấy thoải mái, sau đó cô ấy sẽ thích bạn.",0.91
ENG-train-0233,"Sau đó, bạn có thể gọi đến bất cứ nơi nào bạn muốn.","Vậy là xong, bạn có thể gọi đến bất cứ đâu bạn muốn.",0.91
ENG-train-0234,"Tôi nghĩ bài hát đó có tên là After Dark, do Tito và Tarantula thể hiện.",Tôi nghĩ đó là bài After Dark - Tito & Tarantula.,0.91
ENG-train-0235,"Hãy là chính mình, thể hiện cho họ thấy bạn quan tâm đến họ.",Hãy là chính mình và thể hiện cho họ thấy bạn thích và quan tâm đến họ.,0.91
ENG-train-0236,"Nhìn chung, đây là một cuốn sách tuyệt vời.","Tôi thấy mình mỉm cười suốt cả cuốn sách, và không nhiều cuốn sách có thể làm được điều đó với tôi.",0.91
ENG-train-0237,Tên gọi này ban đầu được sử dụng để chỉ pesos oro hoặc pesos plata.,Tên gọi này bắt nguồn từ các từ tiếng Tây Ban Nha pesos oro hoặc pesos plata.,0.91
ENG-train-0238,Hãy nói lời xin lỗi và rời đi cùng những người khác.,Chỉ cần nói lời xin lỗi rồi đi với những người khác là được.,0.9
ENG-train-0239,Mời cô ấy đến nhà bạn và cùng xem phim khiêu dâm.,Mời cô ấy đến và bật một bộ phim khiêu dâm.,0.9
ENG-train-0240,"Tối mai, chúng tôi thực sự sẽ tổ chức một bữa tiệc, nếu bạn muốn đến thì cứ đến nhé.","Thật đấy, tối mai chúng ta sẽ tổ chức tiệc.",0.9
ENG-train-0241,"Này mọi người, ừm, trong đó có pizza nếu mọi người muốn ăn.","Nếu muốn, bạn có thể ăn pizza bên trong.",0.9
ENG-train-0242,Tôi không hề quan tâm đến chuyện đó.,Tôi không thích nó chút nào.,0.88
